"","atlas","id","name","abbr","neocortex","temporal_cortex","motor_cortex","frontal_cortex","claustrum","globus_pallidus","cingulate_cortex","auditory_cortex","insula","medial_prefrontal_cortex","striatum","orbitofrontal_cortex","agranular_insular_cortex","substantia_nigra","parietal_cortex","visual_cortex","piriform_cortex","prefrontal_cortex","rhinal_cortex","hippocampus","hypothalamus","somatosensory_cortex","retrosplenial_cortex","white_matter","side","name_bilateral","abbr_bilateral"
"4271","paxinos",1272,"field CA3 of the hippocampus","CA3","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","left","le_field CA3 of the hippocampus","le_CA3"
"7051","paxinos",1273,"nucleus of the central acoustic tract","CAT","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_nucleus of the central acoustic tract","le_CAT"
"2831","paxinos",1274,"cell bridges of the ventral striatum","CB","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_cell bridges of the ventral striatum","le_CB"
"2881","paxinos",1275,"central canal","CC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_central canal","le_CC"
"2811","paxinos",1276,"caudomedial entorhinal cortex",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_caudomedial entorhinal cortex","le_NA"
"2901","paxinos",1277,"central gray","CG","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_central gray","le_CG"
"2911","paxinos",1278,"central gray, alpha part","CGA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_central gray, alpha part","le_CGA"
"2921","paxinos",1279,"central gray, beta part","CGB","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_central gray, beta part","le_CGB"
"2931","paxinos",1280,"central gray, gamma part","CGG","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_central gray, gamma part","le_CGG"
"2941","paxinos",1281,"central gray, nucleus O","CGO","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_central gray, nucleus O","le_CGO"
"2951","paxinos",1282,"central gray of the pons","CGPn","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_central gray of the pons","le_CGPn"
"2771","paxinos",1283,"caudal interstitial nucleus of the medial longitudinal fasciculus","CI","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_caudal interstitial nucleus of the medial longitudinal fasciculus","le_CI"
"2971","paxinos",1284,"central nucleus of the inferior colliculus","CIC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_central nucleus of the inferior colliculus","le_CIC"
"2981","paxinos",1285,"centrolateral thalamic nucleus","CL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_centrolateral thalamic nucleus","le_CL"
"2781","paxinos",1286,"caudal linear nucleus of the raphe","CLi","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_caudal linear nucleus of the raphe","le_CLi"
"2961","paxinos",1287,"central medial thalamic nucleus","CM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_central medial thalamic nucleus","le_CM"
"2791","paxinos",1288,"caudal periolivary nucleus","CPO","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_caudal periolivary nucleus","le_CPO"
"2801","paxinos",1289,"caudate putamen (striatum)","CPu","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_caudate putamen (striatum)","le_CPu"
"7061","paxinos",1290,"nucleus of the commissural stria terminalis","CST","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_nucleus of the commissural stria terminalis","le_CST"
"2821","paxinos",1291,"caudoventrolateral reticular nucleus","CVL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_caudoventrolateral reticular nucleus","le_CVL"
"3001","paxinos",1292,"cerebellum","Cb","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_cerebellum","le_Cb"
"2841","paxinos",1293,"central amygdaloid nucleus","Ce","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_central amygdaloid nucleus","le_Ce"
"2851","paxinos",1294,"central amygdaloid nucleus, capsular part","CeC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_central amygdaloid nucleus, capsular part","le_CeC"
"2891","paxinos",1295,"central cervical nucleus of the spinal cord","CeCv","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_central cervical nucleus of the spinal cord","le_CeCv"
"2861","paxinos",1296,"central amygdaloid nucleus, lateral division","CeL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_central amygdaloid nucleus, lateral division","le_CeL"
"2871","paxinos",1297,"central amygdaloid nucleus, medial division","CeM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_central amygdaloid nucleus, medial division","le_CeM"
"3041","paxinos",1298,"cingulate cortex, area 1","Cg1","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","left","le_cingulate cortex, area 1","le_Cg1"
"3051","paxinos",1299,"cingulate cortex, area 2","Cg2","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","left","le_cingulate cortex, area 2","le_Cg2"
"3071","paxinos",1300,"circular nucleus","Cir","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_circular nucleus","le_Cir"
"3081","paxinos",1301,"claustrum","Cl","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_claustrum","le_Cl"
"3271","paxinos",1302,"cuneiform nucleus","CnF","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_cuneiform nucleus","le_CnF"
"3281","paxinos",1303,"cuneiform nucleus, dorsal part","CnFD","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_cuneiform nucleus, dorsal part","le_CnFD"
"3291","paxinos",1304,"cuneiform nucleus, intermediate part","CnFI","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_cuneiform nucleus, intermediate part","le_CnFI"
"3301","paxinos",1305,"cuneiform nucleus, ventral part","CnFV","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_cuneiform nucleus, ventral part","le_CnFV"
"3101","paxinos",1306,"commissural nucleus of the inferior colliculus","Com","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_commissural nucleus of the inferior colliculus","le_Com"
"3171","paxinos",1307,"copula of the pyramis","Cop","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_copula of the pyramis","le_Cop"
"3221","paxinos",1308,"crus 1 of the ansiform lobule","Crus1","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_crus 1 of the ansiform lobule","le_Crus1"
"3231","paxinos",1309,"crus 2 of the ansiform lobule","Crus2","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_crus 2 of the ansiform lobule","le_Crus2"
"3161","paxinos",1310,"conterminal nucleus","Ct","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_conterminal nucleus","le_Ct"
"3251","paxinos",1311,"cuneate nucleus","Cu","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_cuneate nucleus","le_Cu"
"3261","paxinos",1312,"cuneate nucleus, rotundus part","CuR","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_cuneate nucleus, rotundus part","le_CuR"
"3011","paxinos",1313,"cerebral cortex","Cx","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_cerebral cortex","le_Cx"
"3191","paxinos",1314,"cortex-amygdala transition zone","CxA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_cortex-amygdala transition zone","le_CxA"
"3201","paxinos",1318,"cortex-amygdala transition zone, layer 1","CxA1","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_cortex-amygdala transition zone, layer 1","le_CxA1"
"3401","paxinos",1319,"dorsal 3rd ventricle","D3V","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dorsal 3rd ventricle","le_D3V"
"3521","paxinos",1320,"dorsal hypothalamic area","DA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","left","le_dorsal hypothalamic area","le_DA"
"3421","paxinos",1321,"dorsal cochlear nucleus","DC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dorsal cochlear nucleus","le_DC"
"3431","paxinos",1322,"dorsal cochlear nucleus, deep core","DCDp","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dorsal cochlear nucleus, deep core","le_DCDp"
"3441","paxinos",1323,"dorsal cochlear nucleus, fusiform layer","DCFu","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dorsal cochlear nucleus, fusiform layer","le_DCFu"
"3451","paxinos",1324,"dorsal cochlear nucleus, granular layer","DCGr","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dorsal cochlear nucleus, granular layer","le_DCGr"
"3471","paxinos",1325,"dorsal cortex of the inferior colliculus","DCIC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dorsal cortex of the inferior colliculus","le_DCIC"
"3461","paxinos",1326,"dorsal cochlear nucleus, molecular layer","DCMo","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dorsal cochlear nucleus, molecular layer","le_DCMo"
"3591","paxinos",1327,"dorsal part of claustrum","DCl","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dorsal part of claustrum","le_DCl"
"3491","paxinos",1328,"dorsal endopiriform nucleus","DEn","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dorsal endopiriform nucleus","le_DEn"
"3361","paxinos",1329,"dentate gyrus","DG","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dentate gyrus","le_DG"
"3911","paxinos",1330,"dysgranular insular cortex","DI","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dysgranular insular cortex","le_DI"
"3531","paxinos",1331,"dorsal intermediate entorhinal cortex","DIEnt","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","left","le_dorsal intermediate entorhinal cortex","le_DIEnt"
"3811","paxinos",1332,"dorsolateral entorhinal cortex","DLEnt","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","left","le_dorsolateral entorhinal cortex","le_DLEnt"
"3541","paxinos",1333,"dorsal lateral geniculate nucleus","DLG","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dorsal lateral geniculate nucleus","le_DLG"
"3571","paxinos",1334,"dorsal nucleus of the lateral lemniscus","DLL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dorsal nucleus of the lateral lemniscus","le_DLL"
"3821","paxinos",1335,"dorsolateral orbital cortex","DLO","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","left","le_dorsolateral orbital cortex","le_DLO"
"3831","paxinos",1336,"dorsolateral periaqueductal gray","DLPAG","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dorsolateral periaqueductal gray","le_DLPAG"
"3841","paxinos",1338,"dorsomedial hypothalamic nucleus","DM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","left","le_dorsomedial hypothalamic nucleus","le_DM"
"3851","paxinos",1339,"dorsomedial hypothalamic nucleus, compact part","DMC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","left","le_dorsomedial hypothalamic nucleus, compact part","le_DMC"
"3861","paxinos",1340,"dorsomedial hypothalamic nucleus, dorsal part","DMD","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","left","le_dorsomedial hypothalamic nucleus, dorsal part","le_DMD"
"3881","paxinos",1342,"dorsomedial periaqueductal gray","DMPAG","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dorsomedial periaqueductal gray","le_DMPAG"
"3891","paxinos",1344,"dorsomedial spinal trigeminal nucleus","DMSp5","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dorsomedial spinal trigeminal nucleus","le_DMSp5"
"3901","paxinos",1346,"dorsomedial tegmental area","DMTg","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dorsomedial tegmental area","le_DMTg"
"3871","paxinos",1347,"dorsomedial hypothalamic nucleus, ventral part","DMV","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","left","le_dorsomedial hypothalamic nucleus, ventral part","le_DMV"
"3601","paxinos",1348,"dorsal peduncular cortex","DP","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dorsal peduncular cortex","le_DP"
"3581","paxinos",1349,"dorsal paragigantocellular nucleus","DPGi","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dorsal paragigantocellular nucleus","le_DPGi"
"3621","paxinos",1350,"dorsal periolivary region","DPO","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dorsal periolivary region","le_DPO"
"3611","paxinos",1351,"dorsal peduncular pontine nucleus","DPPn","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dorsal peduncular pontine nucleus","le_DPPn"
"3641","paxinos",1352,"dorsal raphe nucleus","DR","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dorsal raphe nucleus","le_DR"
"3691","paxinos",1353,"dorsal recess of third ventricle",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dorsal recess of third ventricle","le_NA"
"3651","paxinos",1354,"dorsal raphe nucleus, caudal part","DRC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dorsal raphe nucleus, caudal part","le_DRC"
"3661","paxinos",1355,"dorsal raphe nucleus, dorsal part","DRD","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dorsal raphe nucleus, dorsal part","le_DRD"
"3631","paxinos",1356,"dorsal raphe, interfascicular part",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dorsal raphe, interfascicular part","le_NA"
"3671","paxinos",1357,"dorsal raphe nucleus, lateral part","DRL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dorsal raphe nucleus, lateral part","le_DRL"
"3681","paxinos",1358,"dorsal raphe nucleus, ventral part","DRV","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dorsal raphe nucleus, ventral part","le_DRV"
"3731","paxinos",1359,"dorsal subiculum","DS","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dorsal subiculum","le_DS"
"3781","paxinos",1360,"dorsal terminal nucleus of the accessory optic tract","DT","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dorsal terminal nucleus of the accessory optic tract","le_DT"
"3801","paxinos",1361,"dorsal tuberomammillary nucleus","DTM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dorsal tuberomammillary nucleus","le_DTM"
"3771","paxinos",1362,"dorsal tenia tecta","DTT","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dorsal tenia tecta","le_DTT"
"3741","paxinos",1367,"dorsal tegmental nucleus",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dorsal tegmental nucleus","le_NA"
"3751","paxinos",1368,"dorsal tegmental nucleus, central part","DTgC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dorsal tegmental nucleus, central part","le_DTgC"
"3761","paxinos",1369,"dorsal tegmental nucleus, pericentral part","DTgP","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dorsal tegmental nucleus, pericentral part","le_DTgP"
"3791","paxinos",1370,"dorsal transition zone","DTr","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dorsal transition zone","le_DTr"
"3381","paxinos",1371,"Diencephalon",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_Diencephalon","le_NA"
"7001","paxinos",1372,"nucleus of Darkschewitsch","Dk","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_nucleus of Darkschewitsch","le_Dk"
"3331","paxinos",1373,"deep gray layer of the superior colliculus","DpG","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_deep gray layer of the superior colliculus","le_DpG"
"3351","paxinos",1375,"deep white layer of the superior colliculus","DpWh","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_deep white layer of the superior colliculus","le_DpWh"
"3971","paxinos",1376,"ependyma and subependymal layer","E","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ependyma and subependymal layer","le_E"
"3981","paxinos",1377,"ependymal and subendymal layer/olfactory ventricle","E/OV","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ependymal and subendymal layer/olfactory ventricle","le_E/OV"
"3931","paxinos",1378,"ectotrigeminal nucleus","E5","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ectotrigeminal nucleus","le_E5"
"9661","paxinos",1379,"sublenticular extended amygdala","EA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_sublenticular extended amygdala","le_EA"
"9671","paxinos",1380,"sublenticular extended amygdala, central part","EAC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_sublenticular extended amygdala, central part","le_EAC"
"9681","paxinos",1381,"sublenticular extended amygdala, medial part","EAM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_sublenticular extended amygdala, medial part","le_EAM"
"4081","paxinos",1382,"external cortex of the inferior colliculus","ECIC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_external cortex of the inferior colliculus","le_ECIC"
"4091","paxinos",1387,"external cuneate nucleus","ECu","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_external cuneate nucleus","le_ECu"
"3991","paxinos",1388,"epifascicular nucleus","EF","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_epifascicular nucleus","le_EF"
"4001","paxinos",1389,"epilemniscal nucleus","ELm","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_epilemniscal nucleus","le_ELm"
"3951","paxinos",1391,"entopeduncular nucleus","EP","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_entopeduncular nucleus","le_EP"
"4121","paxinos",1392,"external plexiform layer of the olfactory bulb","EPl","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_external plexiform layer of the olfactory bulb","le_EPl"
"4111","paxinos",1393,"external plexiform layer of the accessory olfactory bulb","EPlA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_external plexiform layer of the accessory olfactory bulb","le_EPlA"
"4021","paxinos",1394,"epirubrospinal nucleus","ERS","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_epirubrospinal nucleus","le_ERS"
"4031","paxinos",1395,"episupraoptic nucleus","ESO","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_episupraoptic nucleus","le_ESO"
"7011","paxinos",1396,"nucleus of origin of efferents of the vestibular nerve","EVe","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_nucleus of origin of efferents of the vestibular nerve","le_EVe"
"3941","paxinos",1397,"Edinger-Westphal nucleus","EW","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_Edinger-Westphal nucleus","le_EW"
"3921","paxinos",1398,"ectorhinal cortex","Ect","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","left","le_ectorhinal cortex","le_Ect"
"3961","paxinos",1399,"entorhinal cortex",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_entorhinal cortex","le_NA"
"4011","paxinos",1400,"epipeduncular nucleus","EpP","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_epipeduncular nucleus","le_EpP"
"4041","paxinos",1401,"epith",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_epith","le_NA"
"4051","paxinos",1402,"ethmoid thalamic nucleus","Eth","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ethmoid thalamic nucleus","le_Eth"
"7071","paxinos",1403,"nucleus of the fields of Forel","F","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_nucleus of the fields of Forel","le_F"
"4321","paxinos",1404,"forebrain",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_forebrain","le_NA"
"4231","paxinos",1405,"fasciola cinereum","FC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","left","le_fasciola cinereum","le_FC"
"4241","paxinos",1407,"F cell group of the vestibular complex","FVe","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_F cell group of the vestibular complex","le_FVe"
"4291","paxinos",1408,"flocculus","Fl","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_flocculus","le_Fl"
"4361","paxinos",1409,"frontal cortex, area 3","Fr3","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","left","le_frontal cortex, area 3","le_Fr3"
"4351","paxinos",1410,"frontal assocn cortex","FrA","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","left","le_frontal assocn cortex","le_FrA"
"2461","paxinos",1411,"bed nucleus of stria terminalis, fusiform part","Fu","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_bed nucleus of stria terminalis, fusiform part","le_Fu"
"4501","paxinos",1412,"granular insular cortex","GI","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_granular insular cortex","le_GI"
"4431","paxinos",1413,"globus pallidus","GP","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_globus pallidus","le_GP"
"4371","paxinos",1414,"gemini hypothalamic nucleus","Gem","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_gemini hypothalamic nucleus","le_Gem"
"4401","paxinos",1415,"gigantocellular reticular nucleus","Gi","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_gigantocellular reticular nucleus","le_Gi"
"4411","paxinos",1416,"gigantocellular reticular nucleus, alpha part","GiA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_gigantocellular reticular nucleus, alpha part","le_GiA"
"4421","paxinos",1417,"gigantocellular reticular nucleus, ventral part","GiV","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_gigantocellular reticular nucleus, ventral part","le_GiV"
"4451","paxinos",1418,"glomerular layer of the olfactory bulb","Gl","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_glomerular layer of the olfactory bulb","le_Gl"
"4441","paxinos",1419,"glomerular layer of the accessory olfactory bulb","GlA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_glomerular layer of the accessory olfactory bulb","le_GlA"
"4481","paxinos",1420,"gracile nucleus","Gr","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_gracile nucleus","le_Gr"
"4531","paxinos",1421,"granule cell layer of the accessory olfactory bulb","GrA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_granule cell layer of the accessory olfactory bulb","le_GrA"
"4521","paxinos",1422,"granule cell layer of cochlear nuclei","GrC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_granule cell layer of cochlear nuclei","le_GrC"
